tmdb_id,tipo,título,público,score,votos,fecha,géneros,sinopsis,popularidad,idioma_original,imagen_url
429617,película,Spider-Man 2: Lejos de Casa,B,7.396,16781,2019-06-28,"['Acción', 'Aventura', 'Ciencia ficción']","Peter Parker decide irse junto a MJ, Ned y el resto de sus amigos a pasar unas vacaciones a Europa. Sin embargo, el plan de Parker por dejar de lado sus superpoderes durante unas semanas se ven truncados cuando Nick Fury contacta con él para solicitarle ayuda para frenar el ataque de unas criaturas elementales que están causando el caos en el continente. En ese momento, Parker vuelve a ponerse el traje de Spider-Man para cumplir con su labor.",32.1283,en,https://image.tmdb.org/t/p/w500/o59zDVJDIehGcWZsMUGU5SN0V0D.jpg
46838,película,Tucker y Dale En contra del mal,C,7.395,3089,2010-01-22,"['Comedia', 'Terror']","Dos amigos que viven en una zona montañosa de Estados Unidos deciden pasar las vacaciones en Virginia. Se alojan en una cabaña y conocen a un grupo de adolescentes que los consideran unos idiotas y no quieren saber nada de ellos. Un día, mientras están pescando, al intentar hablar con una chica del grupo, ocurre un accidente. Los dos amigos serán entonces perseguidos por los estrafalarios adolescentes.",4.6117,en,https://image.tmdb.org/t/p/w500/A4dQLfIzLjzxRjOOnVUkxFlZHot.jpg
37135,película,Tarzán,,7.394,7247,1999-06-17,"['Familia', 'Aventura', 'Animación', 'Drama', 'Acción']",Un hombre criado por gorilas debe decidir a dónde pertenece realmente cuando descubre que es un humano.,9.9956,en,https://image.tmdb.org/t/p/w500/1Gk8iihu4Q4BGh2n1IwNLB3zM8E.jpg
814,película,Un Hombre Lobo Americano En Londres,R,7.394,2660,1981-08-21,"['Comedia', 'Terror']","David Kessler y Jack son dos jóvenes estadounidenses que, con sus mochilas a cuestas, han decidido pasar tres meses recorriendo Europa. En Inglaterra, en una zona rural desolada, la gente les da unos consejos escalofriantes: «no os apartéis del camino y no os acerquéis a los páramos», «cuidado con la luna». Cuando los jóvenes emprenden la marcha en la oscuridad, oyen un aullido terrorífico procedente de los páramos, pero no saben que los persigue una bestia legendaria sedienta de sangre, cuyas víctimas se convierten en muertos vivientes que deben vagar por la Tierra eternamente; en cambio, quienes escapan con vida tienen reservado un destino diferente…",5.3519,en,https://image.tmdb.org/t/p/w500/k4inabU76A8SOCfRg5A1nhjV72.jpg
2122,serie,Los Reyes de la Colina,TV-PG,7.393,653,1997-01-12,"['Animación', 'Comedia', 'Familia']","Los reyes de la colina muestra la vida de la típica familia tejana, los Hills, conservadores, orgullosos de sus orígenes tejanos, temerosos del poder de Dios... Serie de televisión de culto emitida por FOX, la segunda más lóngeva de la cadena después de Los Simpson (casi 300 capítulos), creada por Mike Judge (Beavis and Butthead) y por Greg Daniels (guionista de Los Simpson).",87.1427,en,https://image.tmdb.org/t/p/w500/zlhfyZeTs7MDCrXDLQfLHxfwcUd.jpg
11545,película,Tres son multitud,,7.393,2693,1998-12-11,"['Comedia', 'Drama']","Max Fisher (Jason Schwartzman), un alumno de Rushmore, una de las escuelas más prestigiosas del país, es el editor del periódico escolar y el capitán y presidente de numerosos clubs y sociedades; pero también es un pésimo estudiante que está siempre al borde de la expulsión. Max se enamora de Miss Cross (Olivia Williams), una joven y encantadora profesora, pero su cortejo peligra porque el señor Blume (Bill Murray), padre de dos compañeros de clase, intenta también conquistarla.",4.9963,en,https://image.tmdb.org/t/p/w500/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg
447332,película,Un Lugar En Silencio,B,7.393,15176,2018-04-03,"['Terror', 'Drama', 'Ciencia ficción']","En el año 2020, unas criaturas misteriosas con un sentido auditivo extraordinario han diezmado a la población mundial. Una familia se oculta en una cabaña y se comunica mediante la lengua de signos para no ser cazados por estos monstruos.",13.2999,en,https://image.tmdb.org/t/p/w500/jk1LYcbiuUr0tv37cVcmp4u9KcN.jpg
1360,película,Frida,R,7.393,2157,2002-08-29,"['Drama', 'Romance']","""Frida"" narra la vida que Frida Kahlo compartió sin tregua y abiertamente con Diego Rivera, ya que la joven pareja tomó el mundo del arte por la tormenta. Frida Kahlo, de su relación compleja y duradera con su mentor y esposo a su asunto ilícito y polémico con Leon Trotsky, a sus provocativos y románticos enredos con las mujeres, vivió una vida intrépida y intransigente como revolucionario político, artístico y sexual",4.6775,en,https://image.tmdb.org/t/p/w500/a4hgR6aKoohB6MHni171jbi9BkU.jpg
582014,película,Hermosa Venganza,B15 ,7.393,3637,2020-12-13,"['Suspense', 'Crimen', 'Drama']","Cassie se presenta como una “joven prometedora” hasta que un misterioso acontecimiento descarrila abruptamente su futuro. Pero nada en la vida de Cassie es lo que parece ser: ella es malvadamente inteligente, atormentadoramente astuta y vive una doble vida secreta por la noche",6.6349,en,https://image.tmdb.org/t/p/w500/vpWalAz106L7ZjqzXcC1Sdq8bUf.jpg
855,película,La caída del halcón negro,C,7.392,6262,2001-12-28,"['Acción', 'Bélica', 'Historia']","En octubre de 1993, una unidad de élite del Ejército de Estados Unidos es enviada a Mogadiscio, la capital de Somalia, para realizar una misión en plena guerra civil. Sin embargo, lo que parecía ser una misión sencilla se convierte en una pesadilla.",10.4884,en,https://image.tmdb.org/t/p/w500/A2vZprRrBbcwLMwf4Oswtk1jodh.jpg
763,película,Muertos de miedo,R,7.391,1817,1992-08-13,"['Terror', 'Comedia']","Un científico descubre en Skull Island un ejemplar muy extraño de mono rata al que acompaña una terrible maldición, según los nativos. El ejemplar es trasladado a Nueva Zelanda para su estudio. Por otra parte, Lionel es un joven que vive con su insoportable madre, que no aprueba la relación que acaba de comenzar con Paquita, la hija del tendero. Cuando los dos enamorados realizan una visita al zoológico, ella les vigila en secreto, y será mordida por el animal encontrado en la isla. Poco a poco, la madre de Lionel se va convirtiendo en una especie de zombie, sedienta de carne, y que convierte en zombie a todo el que ataca.",5.0729,en,https://image.tmdb.org/t/p/w500/wQzk8FqofDXlQbAUoxQHN7xifi8.jpg
37094,película,Un día de furia,R,7.39,4028,1993-02-26,"['Crimen', 'Drama', 'Suspense']","En Los Ángeles, durante una jornada especialmente agobiante a causa del calor y del colapso del tráfico, de repente, un ciudadano normal se rebela de manera violenta y destructiva contra todo lo que lo rodea. Bill Foster (Michael Douglas) no es más que un hombre corriente que supera como puede las frustraciones de cada día y que lo único que quiere es regresar a casa. Un oficial del departamento de policía (Robert Duvall) intentará poner fin a su violencia y agresividad.",5.8303,en,https://image.tmdb.org/t/p/w500/kFBDnvgkSsVrBAjej1RriGOB8BV.jpg
697843,película,Misión de rescate 2,C,7.39,2827,2023-06-09,"['Acción', 'Suspense', 'Crimen']",El agente altamente entrenado Tyler Rake regresa del umbral de la muerte con otra peligrosa misión: rescatar a la familia de un mafioso despiadado.,8.1497,en,https://image.tmdb.org/t/p/w500/ugO3UXyFx2fPUquxfRd7EP1bRC2.jpg
476299,película,Pesadilla en el Infierno,R,7.389,2617,2018-03-14,"['Terror', 'Misterio', 'Suspense']","Una madre y sus dos hijos heredan una casa. Pero en su primera noche, aparecen unos asesinos y la madre se ve obligada a luchar para salvar a sus hijas.",5.2624,en,https://image.tmdb.org/t/p/w500/6TU88oDDNRYnuPGvViwPxGZNY1m.jpg
760,película,Les Aventures de Rabbi Jacob,G,7.389,1045,1973-10-17,['Comedia'],,3.4025,fr,https://image.tmdb.org/t/p/w500/3jpmweFoJe6nD5o1R5T5WmYNM8C.jpg
39272,serie,Érase una vez,TV-PG,7.388,2445,2011-10-23,"['Drama', 'Sci-Fi & Fantasy']","Mezclando el mundo real y los cuentos de hadas, se cuenta la historia de Emma Swan, una mujer cuya vida cambia cuando su hijo, al que había dado en adopción diez años antes, la encuentra. Él cree que su madre pertenece a un mundo irreal y que es la hija de Blancanieves.",100.126,en,https://image.tmdb.org/t/p/w500/oE6VlG1ntyCaMdlPVRtsPQja3hf.jpg
261579,serie,El nivel secreto,TV-14,7.388,505,2024-12-10,"['Animación', 'Sci-Fi & Fantasy', 'Action & Adventure']","Serie animada para adultos que presenta una antología de historias cortas originales ambientadas en los mundos de los videojuegos más queridos creados con el equipo detrás de la serie ""Love Death & Robots"".",15.693,en,https://image.tmdb.org/t/p/w500/bjwHrZKREhL4VbCQP5x3LUPolQ5.jpg
1645,película,Tiempo de Matar,C,7.386,2897,1996-07-24,"['Crimen', 'Drama', 'Suspense']","En un tranquilo pueblo de Mississippi, dos jóvenes borrachos violan salvajemente a una niña negra de diez años. La mayoría blanca de la ciudad se muestra horrorizada ante un crimen tan atroz. Carl Lee, el padre de la niña, decide tomarse la justicia por su mano y mata a los violadores de su hija. Mientras la tensión va creciendo y reaparecen en las calles las cruces ardiendo del Ku Klux Klan, Jake Brigance, un joven abogado blanco, hará todo lo posible por salvar tanto la vida de Carl Lee como la suya.",6.4266,en,https://image.tmdb.org/t/p/w500/xqRsY5i4vAwk0bWOUToJw1pssp6.jpg
1054867,película,Una batalla tras otra,B-15,7.386,3301,2025-09-23,"['Suspense', 'Crimen', 'Comedia']","Cuando su malvado némesis resurge después de 16 años, una banda de ex revolucionarios se reúne para rescatar a la hija de uno de los suyos.",65.7434,en,https://image.tmdb.org/t/p/w500/iZ1499F6hYxDxiqioy8oSUaxipG.jpg
22803,película,El vengador,R,7.386,5595,2009-10-15,"['Drama', 'Crimen', 'Suspense']",Un hombre frustrado decide tomar la justicia por su cuenta después de que un acuerdo de culpabilidad libere a uno de los asesinos de su familia.,7.9577,en,https://image.tmdb.org/t/p/w500/qcmMHHGQA8CjzZkr5OeBpM6kmcT.jpg
2292,película,"Clerks, detrás del mostrador",,7.385,2721,1994-10-19,['Comedia'],"Dante y Randal, dependientes de una tienda de conveniencia y de vídeos, son ingeniosos, malhablados y están aburridos hasta la médula. Así que, entre fastidiar a los clientes, los dependientes juegan al hockey en el tejado, visitan una funeraria y se ocupan de sus vidas amorosas.",6.2577,en,https://image.tmdb.org/t/p/w500/mY0PDi3ZiyExPzeW9rzYMe1fnDo.jpg
8810,película,Mad Max 2: El Guerrero de la Carretera,B,7.385,4114,1981-12-24,"['Aventura', 'Acción', 'Suspense', 'Ciencia ficción']","Tras el holocausto nuclear, la gasolina se ha convertido en un bien escaso y muy codiciado. Mad Max, héroe solitario, inicia una lucha sin cuartel para ayudar a una colonia de supervivientes constantemente atacada por un grupo de violentos guerreros que intenta arrebatarle un tanque de gasolina. Max decide ayudar a los defensores del tanque.",5.2516,en,https://image.tmdb.org/t/p/w500/udpVgRB3xz5ZN553apthn4TyT6G.jpg
628,película,Entrevista con el Vampiro,C,7.385,6340,1994-11-11,"['Terror', 'Drama', 'Fantasía']","Cuando lo desea, el vampiro Lestat convierte a sus víctimas en vampiros, concediéndoles así el don de la inmortalidad. A finales del siglo XVIII, Lestat convierte en vampiro a Louis de Pointe, un hombre desolado por la pérdida de su esposa y de su pequeña hija. Doscientos años más tarde, a finales del siglo XX, en San Francisco, Louis decide contar su historia, la historia de amor, terror y éxtasis de un vampiro, a un joven reportero,",6.801,en,https://image.tmdb.org/t/p/w500/921DrRqvdnX90grWPkuRnOoko5l.jpg
9361,película,El último de los mohicanos,R,7.383,3371,1992-08-26,"['Acción', 'Historia', 'Romance', 'Bélica']","En 1757, a orillas del río Hudson, tropas francesas e inglesas luchan por el dominio de la región. Los ingleses reclutan a los granjeros asentados en esas tierras para formar un ejército capaz de enfrentarse a las tropas franco-indias. Hawkeye -Ojo de halcón  es un hombre blanco adoptado por los indios mohicanos que vive con su padre y su hermano Uncas. Tras rescatar de una emboscada de los hurones a Cora Munro y a su hermana pequeña Alice , hijas de un oficial británico, los tres deciden acompañarlas al fuerte inglés William Henry, que está siendo asediado por franceses y hurones. Allí les obligan a quedarse con un grupo de británicos que acaban de llegar de las colonias...",7.2643,en,https://image.tmdb.org/t/p/w500/zOYJ4L2aEHzTokFBwxJRHdN9xW9.jpg
153,película,Perdidos en Tokio,,7.382,7974,2003-09-18,"['Drama', 'Comedia', 'Romance']","Bob Harris, un actor norteamericano en decadencia, acepta una oferta para hacer un anuncio de whisky japonés en Tokio. Está atravesando una aguda crisis y pasa gran parte del tiempo libre en el bar del hotel. Y, precisamente allí, conoce a Charlotte, una joven casada con un fotógrafo que ha ido a Tokio a hacer un reportaje; pero mientras él trabaja, su mujer se aburre mortalmente. Además del aturdimiento que les producen las imágenes y los sonidos de la inmensa ciudad, Bob y Charlotte comparten también el vacío de sus vidas. Poco a poco se hacen amigos y, a medida que exploran la ciudad juntos, empiezan a preguntarse si su amistad podría transformarse en algo más.",9.2195,en,https://image.tmdb.org/t/p/w500/q78hqepKsya6LRSXsxt4xr77fgo.jpg
65754,película,La chica del dragón tatuado,B-15,7.382,7514,2011-12-14,"['Suspense', 'Crimen', 'Misterio']","Adaptación en inglés de la novela sueca de Stieg Larsson.  Esperando poder distanciarse de la acusación de difamación que pesa sobre él, el periodista Mikael Blomkvist se traslada a una isla remota en el norte de Suecia donde la muerte aún no resuelta de una joven atormenta a su tío cuarenta años después. Alojado en una cabaña de la isla donde el asesino puede estar aún  rondando, la investigación de Blomkvist le lleva a dibujar los secretos y mentiras de esta poderosa y rica familia junto a una muy peculiar aliada, Lisbeth Salander..",8.3854,en,https://image.tmdb.org/t/p/w500/jdNVxq8Qo07T6jdyjqTPJY7UJtL.jpg
45317,película,El peleador,C,7.381,4666,2010-12-10,['Drama'],"Massachusetts, años 80. Dicky Eklund, un boxeador conflictivo pero con talento, intenta redimirse entrenando a su hermano menor. En sus buenos tiempos había sido el orgullo de su ciudad natal por haber tumbado una vez al campeón del mundo Sugar Ray Leonard; pero después vinieron los tiempos difíciles en los que se hundió en una peligrosa mezcla de drogas y delincuencia. Mientras tanto, su hermano Micky Ward se ha convertido en una promesa del boxeo, y las riendas de su carrera las lleva su madre. Sin embargo, a pesar de su potente gancho de izquierda, siempre acaba derrotado. Tras un combate que nunca debió celebrarse, Micky decide seguir el consejo de su novia Charlene y alejarse de su familia.",5.4649,en,https://image.tmdb.org/t/p/w500/u182shdtCzV2gifN1yJudtpeiJC.jpg
1669,película,La caza del Octubre rojo,,7.381,3570,1990-03-02,"['Acción', 'Suspense']","Un submarino nuclear, al mando de un prestigioso general de la Unión Soviética, se interna en el Océano Atlántico con rumbo a los Estados Unidos. La CIA, que ignora si pretende atacarles o desertar de su país, encarga al agente Jack Ryan que se ponga en contacto con él para saber sus verdaderas intenciones. Fue la primera entrega de una saga sobre las aventuras de Jack Ryan, el brillante analista y agente de la inteligencia americana creado por Tom Clancy.",8.5354,en,https://image.tmdb.org/t/p/w500/6EGFvgiOaQB7HHV0gD581SKlPM9.jpg
273895,película,Selma,PG-13,7.38,2306,2014-12-25,"['Historia', 'Drama']",,4.5204,en,https://image.tmdb.org/t/p/w500/1AeziYO5UTVcsCFS9AR0l6sF8DY.jpg
4476,película,Leyendas de Pasión,,7.38,2808,1994-12-23,"['Drama', 'Western', 'Romance', 'Bélica']","William Ludlow, un coronel abandonado por su mujer, ha criado a sus tres hijos en su gran rancho de Montana, en las colinas de las Montañas Rocosas. La Primera Guerra Mundial (1914-1918) y una bella mujer cambiarán el destino de todos ellos para siempre. Sus hijos son el indómito Tristan, el sensato Alfred y Samuel, el menor, que acaba de traer al rancho a su bella prometida Susannah.",6.9559,en,https://image.tmdb.org/t/p/w500/fZjjcVq8YTOUSN6PYTIS009FsmW.jpg
491584,película,Burning,NR,7.378,1792,2018-05-17,"['Misterio', 'Drama', 'Suspense']","Cuando hace una entrega, Jongsu (Yoo), un joven mensajero, se encuentra por casualidad con Haemi (Jun), una chica que vivía en su vecindario. La joven le pide que cuide a su gato durante un viaje a África. A su regreso, Haemi le presenta a Ben (Yeun), un joven misterioso y con dinero que conoció allí. Un día, Ben revela a Jongsu un pasatiempo muy extraño... Adaptación de una historia de Murakami.",7.0429,ko,https://image.tmdb.org/t/p/w500/ipSjmdgDb9RzORoJlCslh9ueRON.jpg
11481,película,Repulsion,NR,7.378,1088,1965-06-01,"['Drama', 'Suspense', 'Terror']",Una escalofriante historia acerca del deterioro mental de una mujer sexualmente reprimida que se aleja violentamente de la realidad.,3.1555,en,https://image.tmdb.org/t/p/w500/4GQ8F7Dd9oV493LvtdhgmukXl1I.jpg
1075794,película,Leo,A,7.378,1317,2023-11-17,"['Animación', 'Comedia', 'Familia']","Leo, un lagarto hastiado de 74 años, ha estado atrapado en el mismo salón de clases de Florida durante décadas con su compañero de terrario, Squirtle, la tortuga. Cuando descubre que sólo le queda un año de vida, planea escapar para experimentar la vida en el exterior, pero en lugar de eso queda atrapado en los problemas de sus ansiosos estudiantes, incluido un profesor sustituto increíblemente malo.",7.0369,en,https://image.tmdb.org/t/p/w500/bx3nuzVSyDSrSj0HqE2SFvZEeKT.jpg
79680,serie,Snowpiercer,TV-MA,7.377,1385,2020-05-17,"['Sci-Fi & Fantasy', 'Drama']","Adaptación de la película de Bong Joon-ho. En un futuro en el que la Tierra ha quedado cubierta por hielos perpetuos, los pocos supervivientes humanos se han refugiado en un tren que recorre el planeta sin parar nunca. Ahí, los pasajeros se han repartido siguiendo un estricto sistema de clases en el que los más pudientes se encuentran en los vagones de la cabeza y los más pobres están en la cola y deben alimentar el motor del tren.",35.8459,en,https://image.tmdb.org/t/p/w500/zPP3OtYGOrFJgdapPcJBqlQanlm.jpg
508763,película,Mis Huellas a Casa,A,7.376,1173,2019-01-10,"['Drama', 'Aventura', 'Familia']","Mis Huellas a Casa narra las tiernas aventuras de Bella, una cachorrita que se embarca en una aventura para regresar a casa después de ser separada de su amado humano.",3.3433,en,https://image.tmdb.org/t/p/w500/eLkMb4AT31jABolXiEo3E7qeTKy.jpg
58,película,Piratas del Caribe 2: El Cofre de la Muerte,B,7.374,16988,2006-07-06,"['Aventura', 'Fantasía', 'Acción']","Will Turner y Elizabeth Swann se van a casar, pero ambos son hechos prisioneros por Lord Cutler Beckett y acusados de haber liberado al capitán Jack Sparrow. Para salvar su vida Will tendrá que encontrar a Jack y conseguir su misteriosa brújula, que esconde un gran poder además de la clave de una deuda de sangre del pirata con un temible y siniestro Davy Jones, el legendario capitán del barco fantasma El Holandés Errante.",16.6255,en,https://image.tmdb.org/t/p/w500/9K7OW0q5EmagPR4OFraUXs7gVK0.jpg
1407,película,La vida en rosa,,7.374,1719,2007-02-14,"['Música', 'Drama']","Biografía de la famosa cantante francesa Edith Piaf (1915-1963): su infancia, su adolescencia y su ascensión a la gloria. De los barrios bajos de París al éxito de Nueva York, la vida de Edith Piaf fue una lucha por sobrevivir y amar. Creció en medio de la pobreza, pero su voz mágica y sus apasionados romances y amistades con las grandes personalidades de la época (Yves Montand, Jean Cocteau, Charles Aznavour, Marlene Dietrich, Marcel Cerdan) hicieron de ella una estrella mundial.",3.0961,fr,https://image.tmdb.org/t/p/w500/95OY2RFI2eKFRXdrJHnxdFKRYn.jpg
64254,serie,Master of None,TV-MA,7.373,569,2015-11-06,"['Comedia', 'Drama']",,22.2158,en,https://image.tmdb.org/t/p/w500/AcJM86PhgHAfbrF4dMKBaqO3cHV.jpg
2899,película,Astérix & Obélix : Mission Cléopâtre,N/A,7.372,3745,2002-01-30,"['Familia', 'Fantasía', 'Comedia', 'Aventura']",,5.1852,fr,https://image.tmdb.org/t/p/w500/3I6ocizuNTB2DmNTffLxnCe4bnc.jpg
81188,película,El Origen De Los Guardianes,,7.372,7089,2012-11-21,"['Animación', 'Familia', 'Fantasía', 'Acción', 'Aventura']","'El origen de los guardianes' es una aventura épica y mágica que cuenta la historia de Santa Claus, el Conejo de Pascua, el Hada de los Dientes y Jack Frost - personajes legendarios con desconocidas habilidades extraordinarias. Cuando un espíritu maligno, conocido como Sombra, decide inundar de miedo los corazones de los niños, los Guardianes inmortales unen sus fuerzas para proteger los deseos, las creencias y la imaginación de los niños.",6.898,en,https://image.tmdb.org/t/p/w500/deTVL9lgx1yegoN4JXSdRcrVr6m.jpg
621,película,Vaselina,,7.371,7609,1978-06-16,"['Romance', 'Comedia']","El rebelde Danny Zuko y la inocente australiana Sandy mantienen un romance durante las vacaciones, creyendo que no se volverán a ver; sin embargo, para sorpresa de ambos, se reencuentran en la escuela secundaria al empezar el nuevo año escolar.",11.7413,en,https://image.tmdb.org/t/p/w500/gPixo4LZwZQ3MhW1xH00mIw4XRW.jpg
293670,película,En presencia del diablo,NR,7.371,2006,2016-05-12,"['Terror', 'Misterio']","La vida de un pueblo coreano es trastornada por una serie de asesinatos, salvajes y misteriosos, que azota por casualidad a la pequeña comunidad rural. Los rumores y las supersticiones se propagan a causa de la presencia, desde hace poco tiempo, de un anciano extranjero que vive como un ermita. Ante la incompetencia de la policía para encontrar al asesino y sin tener una explicación racional, algunos habitantes del pueblo buscan a un chamán. Jong-gu, un policía cuya familia está directamente amenazada, también cree que se trata de crímenes sobrenaturales…",7.8201,ko,https://image.tmdb.org/t/p/w500/yzDmuyQi8suLuUoY894A7nFsOKi.jpg
37799,película,Red Social,B-15,7.371,13008,2010-10-01,['Drama'],"Durante una noche de otoño de 2003, el genio de la programación de computación de la Universidad de Harvard, Mark Zuckerberg, se sienta en su computadora y comienza a trabajar en una nueva idea: una red social global. A sólo seis años y 500 millones de amigos más tarde, Mark es el multimillonario más joven de la historia... pero también su éxito conduce a complicaciones tanto personales como legales.",10.6351,en,https://image.tmdb.org/t/p/w500/5T10eqfa8UgK0LF80040oFrHZk7.jpg
1542,película,Enredos de oficina,B,7.369,3331,1999-02-19,['Comedia'],"Harto de su trabajo como programador informático y de su jefe, Peter Gibbons se propone que le despidan para cobrar una buena indemnización y dedicarse a la buena vida junto a una joven camarera llamada Joanna, que es en realidad la que le anima a seguir por ese camino. Pero sus múltiples acciones para conseguir el despido, entre las que figuran llegar tarde o no presentarse al trabajo, son consideradas como una nueva y revolucionaria manera de trabajar, lo que, contra todo pronóstico, le suponen un aumento de sueldo y un ascenso.",4.9563,en,https://image.tmdb.org/t/p/w500/wTRHyHeNfuZpXi4Hh7Y0cJaVvN5.jpg
49051,película,El Hobbit: Un viaje inesperado,B,7.369,19460,2012-12-12,"['Aventura', 'Fantasía', 'Acción']","Un reacio Hobbit, Bilbo Bolsón, parte hacia la Montaña Solitaria con un animado grupo de enanos para reclamar al dragón Smaug su hogar en la montaña y el oro que contiene.",14.2737,en,https://image.tmdb.org/t/p/w500/3dJELUqdpGEkXVrMj7V3BiOjrtf.jpg
425,película,La era de hielo,AA,7.369,14151,2002-03-14,"['Animación', 'Comedia', 'Familia', 'Aventura']","La historia gira en torno a unos héroes bajo cero: un mamut lanudo, un tigre de dientes de sable, un perezoso y una combinación prehistórica de ardilla y rata, conocida como Scrat.",16.2563,en,https://image.tmdb.org/t/p/w500/j52ufQ4Y5QIESpCdgSN3MVNvZOK.jpg
1427,película,El Perfume: Historia de un asesino,,7.368,4932,2006-09-13,"['Crimen', 'Fantasía', 'Drama']","Jean-Baptiste Grenouille, nacido con un sentido olfativo superior, crea el mejor perfume del mundo. Su trabajo, sin embargo, toma un giro oscuro mientras busca el aroma definitivo.",7.8683,en,https://image.tmdb.org/t/p/w500/dAR6MYoz8VrUhGsT0F8ZsqONtdp.jpg
80278,película,Lo Imposible,B,7.368,6605,2012-09-09,"['Drama', 'Suspense', 'Historia']","Diciembre del año 2004. María, Henry y sus tres hijos pequeños vuelan desde Japón a Tailandia para pasar las vacaciones de Navidad en la playa. Una mañana, mientras se encuentran todos en la piscina del complejo a orillas del mar, un tremendo tsunami destroza el hotel y gran parte de la costa del sudeste asiático. Este desastre cambió para siempre la vida de millones de personas. Esta es sólo la historia de una familia.",7.9828,en,https://image.tmdb.org/t/p/w500/oTtdBrZOaczS4ZcBJ0ZCzG65A4L.jpg
72710,serie,El Continental: Del mundo de John Wick,TV-MA,7.368,650,2023-09-22,"['Crimen', 'Drama', 'Action & Adventure']","Serie precuela de la franquicia cinematográfica John Wick, centrada en la historia de Winston Scott. Muestra su camino para llegar a su posición como propietario de la sucursal neoyorquina de la cadena de Hoteles Continental, refugios seguros para asesinos en cuyos terrenos no se puede matar ni dejar de pagar una deuda.",11.7309,en,https://image.tmdb.org/t/p/w500/sDasxXov8BvqWCSA0BJvvMmQNdr.jpg
4011,película,"Beetlejuice, el Superfantasma",AA,7.368,8347,1988-03-30,"['Fantasía', 'Comedia']","Una pareja de fantasmas contratan a un ""bio-exorcista"" a sueldo para asustar a los intrusos que usurparon su hogar en Nueva Inglaterra.",12.0005,en,https://image.tmdb.org/t/p/w500/bQ5cJ5OEFjUXqCfrherAgcDWYgK.jpg
414425,película,Mudbound: El color de la guerra,R,7.365,1297,2017-11-16,['Drama'],"Dos hombres regresan de la Segunda Guerra Mundial a su hogar, en una pequeña población rural en Mississippi. Allí tendrán que adaptarse a su nueva vida tras la guerra, y al racismo imperante en la región.",3.1825,en,https://image.tmdb.org/t/p/w500/tf21kSKepMOlnorszWaiFwksKU4.jpg
488,película,La reina africana,,7.364,1040,1952-01-07,"['Romance', 'Aventura', 'Drama']","Al estallar la Primera Guerra Mundial (1914-1918), Charlie Allnut (Bogart), un rudo capitán de barco con tendencia a la bebida, y Rose Sayer (Hepburn), una estirada y puritana misionera, huyen de las tropas alemanas en una ruinosa embarcación, con la que deben remontar un peligroso río. Son, a primera vista, dos seres antagónicos, incompatibles, pero la convivencia y, sobre todo, las penalidades que tendrán que afrontar juntos para sobrevivir harán cambiar radicalmente su relación.",2.9715,en,https://image.tmdb.org/t/p/w500/kKFqbL0Sz26hwTXC792TybDlCdi.jpg
10024,película,La decisión más difícil,A,7.364,2225,2009-06-26,['Drama'],"Sara y Brian viven una vida idílica con su pequeño hijo y su hija. Pero su familia se ve sacudida por noticias repentinas y desgarradoras que los fuerzan a tomar una decisión difícil y poco ortodoxa para salvar la vida de su bebé. La decisión desesperada de los padres plantea cuestiones éticas y morales y arranca la base de su relación. Sus acciones finalmente desencadenan un caso judicial que amenaza con desgarrar a la familia, al tiempo que revelan verdades sorprendentes que desafían las percepciones de todos sobre el amor y la lealtad y dan un nuevo significado a la definición de curación.",4.9125,en,https://image.tmdb.org/t/p/w500/bvLsfZfaqGiq46lEbtWj7WuQjZ9.jpg
318846,película,La Gran Apuesta,,7.363,9734,2015-12-11,"['Comedia', 'Drama']","Basado en la historia real de cuatro audaces inversores que vieron lo que los grandes bancos, los medios y el gobierno se negaron a ver: el inminente colapso de la economía mundial que resultó en la crisis financiera de 2008.",10.3336,en,https://image.tmdb.org/t/p/w500/kNjz9Ezuf8tZHP2MfMbtDzDJ8wR.jpg
84977,serie,Muñeca rusa,TV-MA,7.363,979,2019-02-01,"['Comedia', 'Drama']","Nadia muere y revive su 36.º cumpleaños una y otra vez. Presa de un bucle temporal surrealista, no le queda más remedio que enfrentarse a su propia mortalidad.",13.3481,en,https://image.tmdb.org/t/p/w500/8pP4iRDX2SJf9WcpvBWLQ438CDx.jpg
284054,película,Pantera Negra,B,7.362,23300,2018-02-13,"['Acción', 'Aventura', 'Ciencia ficción']","T’Challa regresa a su hogar en la apartada nación africana de Wakanda para servir como líder de su país. Tras suceder a su padre en el trono, pasa a convertirse en Pantera Negra, una sigilosa criatura de la noche, con agudos sentidos felinos y otras habilidades como súper fuerza e inteligencia, agilidad, estrategia o maestro del combate sin armas. Es bajo el liderazgo de T’Challa como Wakanda consigue convertirse en una de las naciones más ricas y tecnológicamente avanzadas del planeta.",18.9262,en,https://image.tmdb.org/t/p/w500/lAPzezdc5E6DFnttJwCWXZ9A9C6.jpg
