tmdb_id,tipo,título,público,score,votos,fecha,géneros,sinopsis,popularidad,idioma_original,imagen_url
61175,serie,Steven Universe,TV-PG,8.419,1301,2013-11-04,"['Animación', 'Action & Adventure', 'Comedia', 'Sci-Fi & Fantasy', 'Familia']","Un niño pequeño toma el lugar de su madre en un grupo de seres basados en piedras preciosas, y debe aprender a controlar sus poderes.",42.6764,en,https://image.tmdb.org/t/p/w500/qkcZqbfvXEenUAwoFi6YTBB3WLO.jpg
1409,serie,Hijos de la anarquía,TV-MA,8.416,3195,2008-09-03,"['Crimen', 'Drama']","Jax Teller, un padre soltero, encuentra su lealtad a un club de motociclistas fuera de la ley que protege el club y patrulla la ciudad de Charming, California, manteniendo a los traficantes de drogas a distancia.",79.4135,en,https://image.tmdb.org/t/p/w500/sG8FyklMtpjDZv0CB2smeTKyYtf.jpg
539,película,Psicosis,B-15,8.416,10883,1960-06-22,"['Terror', 'Suspense', 'Misterio']","Una joven secretaria, tras cometer un robo, se marcha de la ciudad y conduce durante horas, parando para descansar en un pequeño motel de carretera regentado por un joven llamado Norman. Todo parece normal y tranquilo en el apartado motel y en la casa de al lado en la que viven Norman y su madre pero, mientras está en la ducha, la joven es asesinada salvajemente a cuchilladas.",18.6527,en,https://image.tmdb.org/t/p/w500/xFbnc2QPG5H5gYWsGbZT4q8Akya.jpg
1668,serie,Friends,TV-14,8.415,8944,1994-09-22,['Comedia'],"""Friends"" narra las aventuras y desventuras de seis jóvenes de Nueva York. Rachel (Jennifer Aniston), Monica (Courteney Cox), Phoebe (Lisa Kudrow), Ross (David Schwimmer), Chandler (Matthew Perry) y Joey (Matt LeBlanc) forman una unida pandilla de amigos que viven en Manhattan y que suelen reunirse en sus apartamentos o en su bar habitual, el Central Perk. A pesar de los numerosos cambios que se producen en sus vidas, su amistad es inquebrantable en la dura batalla por salir adelante en sus periplos profesionales y personales.",216.3416,en,https://image.tmdb.org/t/p/w500/rkKCSlr8OH5tbKEdgwtzvEiemrl.jpg
58841,serie,Policías de Chicago,TV-14,8.414,2545,2014-01-08,"['Crimen', 'Drama']","El Distrito 21 del Departamento de Policía de Chicago está compuesto de policías uniformados, que tratan con la delincuencia callejera, y la Unidad de Inteligencia, ocupada de los delitos graves como el tráfico de drogas y asesinatos de alto perfil.",116.331,en,https://image.tmdb.org/t/p/w500/bez40PgT36RUu4gstD2A6GSM0tP.jpg
121,película,El señor de los anillos: Las dos torres,B,8.413,23621,2002-12-18,"['Aventura', 'Fantasía', 'Acción']","La Compañía del Anillo se ha disuelto. El portador del anillo Frodo y su fiel amigo Sam se dirigen hacia Mordor para destruir el Anillo Único y acabar con el poder de Sauron. Mientras, y tras la dura batalla contra los orcos donde cayó Boromir, el hombre Aragorn, el elfo Legolas y el enano Gimli intentan rescatar a los medianos Merry y Pipin, secuestrados por los ogros de Mordor. Por su parte, Saurón y el traidor Sarumán continúan con sus planes en Mordor, en espera de la guerra contra las razas libres de la Tierra Media.",23.2115,en,https://image.tmdb.org/t/p/w500/z632eZtXaw76ZE5mMMGOBXCpm1T.jpg
69050,serie,Riverdale,TV-14,8.412,13681,2017-01-26,"['Crimen', 'Drama', 'Misterio']","El paso a la edad adulta incluye sexo, romance, escuela y familia. Para Archie y sus amigos, también hay misterios oscuros.",89.5025,en,https://image.tmdb.org/t/p/w500/mlk5jA1ewWUxle6LY9bEi7aiI97.jpg
510,película,Atrapado sin Salida,,8.411,11303,1975-11-19,['Drama'],"Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.",15.9829,en,https://image.tmdb.org/t/p/w500/aFb4y84cmDGotn2BwVEtqr4q8m5.jpg
100834,serie,Veneno,TV-MA,8.409,1415,2020-03-29,['Drama'],"Valeria está por embarcarse en la aventura de su vida cuando conoce a su ídola, la incomparable ícono trans Cristina ""La Veneno"".",4.3606,es,https://image.tmdb.org/t/p/w500/cXVbEJ88JmIkibl84F80irRVe6.jpg
82856,serie,The Mandalorian,TV-14,8.408,10786,2019-11-12,"['Sci-Fi & Fantasy', 'Action & Adventure']","Ambientada tras la caída del Imperio y antes de la aparición de la Primera Orden, la serie sigue los pasos de un pistolero solitario en las aventuras que protagoniza en los confines de la galaxia, donde no alcanza la autoridad de la Nueva República.",45.355,en,https://image.tmdb.org/t/p/w500/iLg3DzrwCDsHNovNaWx5JnQAsiV.jpg
696374,película,Gabriel's Inferno,,8.4,2445,2020-05-29,"['Romance', 'Drama']",,4.4824,en,https://image.tmdb.org/t/p/w500/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg
12637,serie,Rebelde,TV-14,8.4,5183,2004-10-04,"['Drama', 'Comedia']","Mia, Miguel, Diego, Roberta, Lupita y Giovanni son alumnos del Elite Way School, una escuela muy exclusiva que beca a algunos estudiantes de escasos recursos. ¿Qué une a ricos y pobres? El amor por la música. Esta historia está llena de amor, mentiras, sexo, verdades, celos, amistad y mucha música.",34.7273,es,https://image.tmdb.org/t/p/w500/kQHXg2BOiODkF4yVI75NcodMmAJ.jpg
65143,serie,Descendientes Del Sol,N/A,8.4,791,2016-02-24,"['Drama', 'Action & Adventure']","Tras encontrarse por casualidad en un hospital, un soldado se enamora de una cirujana con talento. Sus mundos son opuestos, pero el destino tiene sus propios planes.",13.6702,ko,https://image.tmdb.org/t/p/w500/uzsPygxgGvVFMUCsK562leiBbpO.jpg
2038,serie,Drake y Josh,TV-G,8.4,1925,2004-01-11,['Comedia'],"Drake y Josh, de quince años, son compañeros de escuela, pero no amigos cercanos. Drake ve a Josh como raro y un poco tonto. Entonces, imaginen la sorpresa de Drake cuando descubre que este ""tonto"" está a punto de convertirse en su nuevo hermanastro y compañero de cuarto cuando su madre se case con el padre de Josh. Un spin-off de ""The Amanda Show"".",25.584,en,https://image.tmdb.org/t/p/w500/udCvGctktHvvf8w51XyTPfcmzDa.jpg
724089,película,Gabriel's Inferno: Part II,R,8.4,1538,2020-07-31,"['Romance', 'Drama']",,3.6744,en,https://image.tmdb.org/t/p/w500/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg
761053,película,Gabriel's Inferno: Part III,,8.4,1074,2020-11-19,"['Romance', 'Drama']",,5.5561,en,https://image.tmdb.org/t/p/w500/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg
46994,serie,Bajoterra,TV-Y7,8.4,884,2012-10-15,"['Action & Adventure', 'Animación', 'Comedia', 'Sci-Fi & Fantasy', 'Familia']","Aventura épica subterránea, en donde cada caverna guarda nuevas batallas y nuevas babosas por descubrir, recoger y entrenar.",8.277,en,https://image.tmdb.org/t/p/w500/bnzDkQ4tDLct88di9qml0oX877g.jpg
106292,serie,Julie and the Phantoms,TV-G,8.4,619,2020-09-10,"['Familia', 'Comedia', 'Sci-Fi & Fantasy']","Julie es una adolescente que encuentra su pasión por la música y por la vida con la ayuda de una banda de chicos adolescentes, llamados The Phantoms, que han estado muertos durante 25 años. Para devolverles el favor, la muchacha decide ayudar al grupo a convertirse en aquello que siempre quisieron pero nunca pudieron ser.",7.0488,en,https://image.tmdb.org/t/p/w500/m6uNY62Rx6gpUkC7urCOrOTlaj2.jpg
79460,serie,El Legado,TV-14,8.4,3004,2018-10-25,"['Sci-Fi & Fantasy', 'Drama']","Legacies sigue a la hija de Klaus Mikaelson y Hayley Marshall, Hope Mikaelson, que desciende de linaje más poderoso de vampiros, hombres lobo y brujas. Dos años después de los eventos de The Originals, ella y las gemelas Saltzman, Lizzie y Josie, asisten a la Escuela Salvatore para Jóvenes y Dotados. La escuela ofrece un refugio donde seres como vampiros, brujas y hombres lobo pueden aprender a controlar sus habilidades e impulsos sobrenaturales.",30.3739,en,https://image.tmdb.org/t/p/w500/qTZIgXrBKURBK1KrsT7fe3qwtl9.jpg
107124,serie,Animaniacs,TV-PG,8.4,585,2020-11-20,"['Animación', 'Comedia']","‎Los hermanos Warner, Yakko y Wakko, y Dot, se lo pasan en grande causando estragos y caos en las vidas de todos los que conocen. Después de regresar a su amada casa, la Torre de Agua de Warner Bros., los Animaniacs no pierden tiempo en causar caos y confusión cómica mientras corren sueltos por el estudio y más allá, convirtiendo el mundo en su patio de recreo personal. Junto a Yakko, Wakko y Dot, los personajes favoritos de los fans, Pinky y Cerebro, tambien regresarán para continuar su búsqueda de la dominación mundial.‎",35.575,en,https://image.tmdb.org/t/p/w500/wmPZzLov9OhiknK4jW4qE6mgvHf.jpg
68267,serie,Trollhunters: Relatos de Arcadia,TV-Y7,8.4,1134,2016-12-23,"['Familia', 'Animación', 'Action & Adventure', 'Comedia', 'Sci-Fi & Fantasy']","Proveniente de la imaginación sin límites del genio creador de relatos Guillermo del Toro surge una historia de dos mundos a punto de colapsar en la épica saga de DreamWorks Trollhunters. Cuando un adolescente, Jim Lake Jr., se topa con un místico amuleto una mañana rumbo a la escuela, inadvertidamente descubre un extraordinario secreto de una poderosa civilización de trolls que viven debajo del pequeño pueblo de Arcadia. De carácter fuerte y en busca de aventura, pero totalmente carente de preparación para las responsabilidades que han caído sobre él, Jim se ve obligado a asumir el anhelado rol de cazador de trolls, jurando proteger el bien de los trolls ante los poderosos enemigos que buscan venganza. (PantallaTotal)",21.9832,en,https://image.tmdb.org/t/p/w500/vdkdcl7R1mL6NPjyzUi1xsNG4b0.jpg
44006,serie,Chicago en llamas,TV-14,8.398,2352,2012-10-10,['Drama'],"Las decisiones de los bomberos, equipos de rescate y paramédicos de la estación de bomberos 51 hacen la diferencia entre la vida y la muerte. Pero eso no es lo único, también se crea una gran familia entre los miembros del equipo. Dirigidos por el jefe Wallace Boden, la Unidad 51 lo deja todo en cada rescate de esta noble profesión.",124.65,en,https://image.tmdb.org/t/p/w500/r915sk2JpthZSjHEgZKifWxgo6L.jpg
95396,serie,Severance,TV-MA,8.398,2539,2022-02-17,"['Drama', 'Misterio', 'Sci-Fi & Fantasy']","Mark dirige un equipo de oficinistas, cuyas memorias fueron divididas quirúrgicamente entre sus vidas personales y laborales. Cuando un colega misterioso aparece fuera del trabajo, inicia un viaje por descubrir la verdad sobre sus empleos.",46.0153,en,https://image.tmdb.org/t/p/w500/1sylo2yeVyJ8KMZgcZLSopR66DA.jpg
324857,película,Spider-Man: Un nuevo universo,A,8.393,16990,2018-12-06,"['Animación', 'Acción', 'Aventura', 'Ciencia ficción']","En un universo paralelo donde Peter Parker ha muerto, un jóven de secundaria llamado Miles Morales es el nuevo Spider-Man. Sin embargo, cuando el líder mafioso Wilson Fisk (a.k.a Kingpin) construye el ""Super Colisionador"" trae a una versión alternativa de Peter Parker que tratará de enseñarle a Miles como ser un mejor Spider-Man. Pero no será el único Spider Man en entrar a este universo, 4 versiones alternas de Spidey aparecerán y buscarán regresar a su universo antes de que toda la realidad colapse.",25.3581,en,https://image.tmdb.org/t/p/w500/e47p9fHR6jMrrLeoa7l5hU05vhR.jpg
1891,película,El Imperio contraataca,A,8.392,18205,1980-05-20,"['Aventura', 'Acción', 'Ciencia ficción']","Tras un ataque sorpresa de las tropas imperiales a las bases camufladas de la alianza rebelde, Luke Skywalker, en compañía de R2D2, parte hacia el planeta Dagobah en busca de Yoda, el último maestro Jedi, para que le enseñe los secretos de la Fuerza. Mientras, Han Solo, la princesa Leia, Chewbacca, y C3PO esquivan a las fuerzas imperiales y piden refugio al antiguo propietario del Halcón Milenario, Lando Calrissian, en la ciudad minera de Bespin, donde les prepara una trampa urdida por Darth Vader.",16.8772,en,https://image.tmdb.org/t/p/w500/65vSlFKD5OJ6l8hJsbjqRIOtbur.jpg
218230,serie,El juego de la muerte,TV-MA,8.39,612,2023-12-15,"['Drama', 'Sci-Fi & Fantasy']","Choi Yee-Jae creció en un entorno familiar pobre, pero tenía una personalidad brillante y amable. Tras 7 años sin encontrar un trabajo decente, se siente desesperado. Decide acabar con su vida Choi Yee-Jae pensó que todo se acabaría tras quitarse la vida, pero, tras su muerte, se enfrenta a la Muerte, que está frente a la puerta del Infierno. Se le impone el castigo de experimentar la muerte 12 veces más a través de diferentes cuerpos.",11.7549,ko,https://image.tmdb.org/t/p/w500/4Gh8Iz63uc9HZwq925B1Fk0qVz3.jpg
74016,serie,The Resident,TV-14,8.39,1298,2018-01-21,['Drama'],Se centra en un joven doctor que empieza su primer día bajo la supervisión de un brillante residente senior que le mostrará la cruda realidad de la medicina moderna.,97.8059,en,https://image.tmdb.org/t/p/w500/2IkYQJlT26yXef2iot7dhRtavSC.jpg
311,película,Érase una vez en América,C,8.384,5948,1984-05-23,"['Drama', 'Crimen']","Principios del siglo XX. David Aaronson, un pobre chaval judío, conoce en los suburbios de Manhattan a Max, otro joven de origen hebreo dispuesto a llegar lejos por cualquier método. Entre ellos nace una gran amistad y, con otros colegas, forman una banda que prospera rápidamente, llegando a convertirse, en los tiempos de la Ley Seca (1920-1933), en unos importantes mafiosos.",12.6932,en,https://image.tmdb.org/t/p/w500/u4VnqaxINtKVscmdldZsBojU6jm.jpg
33217,serie,Justicia Joven,TV-14,8.383,1195,2010-11-26,"['Animación', 'Sci-Fi & Fantasy', 'Action & Adventure']","Un grupo de superhéroes adolescentes formado por Robin, Kid Flash, Aqualad, Miss Martian, entre otros, tratan de demostrar su valía para formar parte de la Liga de la Justicia mientras conviven con sus problemas de adolescencia.",66.7652,en,https://image.tmdb.org/t/p/w500/qYA2o1y67stEBAkQLRwbpGWHxTQ.jpg
807,película,Se7en: Los Siete Pecados Capitales,,8.379,22811,1995-09-22,"['Crimen', 'Misterio', 'Suspense']","Somerset es un solitario y veterano detective a punto de retirarse que se encuentra con Mills, un joven impulsivo. Ambos investigan un particular asesinato. Es este el primero de una serie de crímenes que aluden los siete pecados capitales.",23.9075,en,https://image.tmdb.org/t/p/w500/4dSivge4jxozWgbD6GW2NkOYGaD.jpg
423,película,El Pianista,R,8.375,10002,2002-09-17,"['Drama', 'Bélica']",Un músico judío polaco lucha por sobrevivir a la destrucción del gueto de Varsovia de la Segunda Guerra Mundial.,16.0183,en,https://image.tmdb.org/t/p/w500/mxfLOWnHnSlbdraKfzRn5mqoqk7.jpg
244786,película,Whiplash: Música y Obsesión,,8.374,16427,2014-10-10,"['Drama', 'Música', 'Suspense']","El objetivo de Andrew Neiman, un joven y ambicioso baterista de jazz, es triunfar en el elitista Conservatorio de Música de la Costa Este en el que estudia. Marcado por el fracaso de la carrera literaria de su padre, Andrew alberga sueños de grandeza. Terence Fletcher, un profesor conocido tanto por su talento como por sus rigurosos métodos de enseñanza, dirige el mejor conjunto de jazz del Conservatorio. Cuando Fletcher elige a Andrew y para formar parte del conjunto musical que dirige, cambia para siempre la vida del joven. La pasión de Andrew por alcanzar la perfección se convierte en obsesión, al tiempo que su despiadado profesor lo lleva al límite de su capacidad y de su salud mental.",22.1963,en,https://image.tmdb.org/t/p/w500/uy36CPy5ARuC8qrH8Esg2ndFyJ5.jpg
194764,serie,El Pingüino,TV-MA,8.371,1264,2024-09-19,"['Drama', 'Crimen']","Miniserie dramática que cuenta el ascenso al poder del Pingüino en el inframundo criminal de Gotham, después de los asesinatos de Riddler.",20.4284,en,https://image.tmdb.org/t/p/w500/mW2qLgX1Z336obi5rWKQFaKw98n.jpg
4087,serie,Los Expedientes Secretos X,TV-14,8.371,3488,1993-09-10,"['Misterio', 'Sci-Fi & Fantasy', 'Crimen']","Fox Mulder y Dana Scully son dos investigadores del FBI que investigan casos sin resolución ni explicación, ya sea por razones paranormales (espíritus, criaturas extrañas, aliens...) ya porque el gobierno se ha encargado de ocultar todo tipo de pruebas. Cuando Mulder tenía doce años, su hermana pequeña fue secuestrada por unos desconocidos, aunque él cree que, en realidad, fue abducida por extraterrestres. Tras acabar sus estudios en la universidad de Oxford, ingresó en la Academia de Quantico, donde se ganó el apodo de ""siniestro"".",245.2232,en,https://image.tmdb.org/t/p/w500/73FcOklRmfmf76WflkeVTO1MAwJ.jpg
27205,película,El Origen,B,8.371,38902,2010-07-15,"['Acción', 'Ciencia ficción', 'Aventura']","Dom Cobb es un ladrón de secretos que se sumerge en los sueños de otros para extraer información. Para redimirse, debe implantar una idea en lugar de extraerla. En un viaje de sueños dentro de sueños, lucha por la redención mientras se enfrenta a sus propios demonios.",38.2527,en,https://image.tmdb.org/t/p/w500/xgPGDEKkBrXhPaNmwIlf8e2RCMk.jpg
74387,serie,Final Space,TV-14,8.369,942,2018-02-26,"['Animación', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Comedia']","Él es prisionero de una nave inteligente en el espacio; la pelota verde que flota, un adorable asesino de planetas. La aventura para salvar el universo acaba de comenzar.",10.7223,en,https://image.tmdb.org/t/p/w500/cf4chvwB40cEpsagSrRaEIqBFoG.jpg
71694,serie,Snowfall,TV-MA,8.364,722,2017-07-05,"['Drama', 'Crimen']","Retrata los comienzos de la epidemia de la cocaína y del crack en Los Ángeles de principios de los 80, y sus radicales impactos en la cultura tal y como la conocemos. La historia sigue a numerosos personajes: Franklin Saint, un joven emprendedor de la calle en búsqueda del poder; Gustavo Zapata, un luchador mejicano reconvertido en gangster; Teddy McDonald, un policía de la CIA que escapa de un oscuro pasado y empieza una operación por su cuenta para fundar los Nicaraguan Contras y Lucia Villanueva, la hija de un narcotraficante mejicano.",52.4527,en,https://image.tmdb.org/t/p/w500/y7ntzl7msiaS6o7dvDbNG7XFYcR.jpg
61923,serie,Star vs las fuerzas del mal,TV-Y7,8.362,1475,2015-01-18,"['Action & Adventure', 'Animación', 'Comedia', 'Sci-Fi & Fantasy', 'Familia']","La guerrera intergaláctica Star Butterfly llega a la Tierra para vivir con la familia Diaz. Continúa luchando contra villanos en todo el universo y la escuela secundaria, principalmente para proteger su poderosa varita, un objeto que aún la confunde.",47.0967,en,https://image.tmdb.org/t/p/w500/drnY78Uwi4nYw4jOEp067WRl4Lt.jpg
5920,serie,El Mentalista,TV-14,8.354,4192,2008-09-23,"['Crimen', 'Drama', 'Misterio']","Patrick Jane es un hombre que trabaja como médium televisivo hasta que sufre un duro golpe cuando su mujer e hija son asesinadas. A partir de entonces, decide usar sus habilidades para ayudar a resolver casos de asesinato, trabajando como detective en el Departamento de Investigación de Crímenes de California. El agente Jane será capaz de ver aquello que los demás no pueden y sus poderes de observación y deducción le darán excelentes resultados.",254.4459,en,https://image.tmdb.org/t/p/w500/snKUzvCl3kGv0RWBjEjnOXMGvdl.jpg
119051,serie,Merlina,TV-14,8.352,10397,2022-11-23,"['Sci-Fi & Fantasy', 'Misterio', 'Comedia']","Inteligente, sarcástica y un poco muerta por dentro, Merlina Addams investiga misterios macabros mientras hace nuevos amigos (y enemigos) en la Academia Nunca Más.",60.7944,en,https://image.tmdb.org/t/p/w500/5DlNYe4e8aVHoKH4XrUuREWMY8s.jpg
274,película,El Silencio de los Inocentes,C,8.345,17739,1991-02-14,"['Crimen', 'Suspense', 'Drama']","Clarice Starling, del FBI, se aventura a una prisión de máxima seguridad para analizar el cerebro enfermo de Hannibal Lecter, un psiquiatra convertido en caníbal.",4.9743,en,https://image.tmdb.org/t/p/w500/jrzX7TCmoD5gedFeqb1iB9sBaSn.jpg
1920,serie,Twin Peaks,TV-MA,8.345,2515,1990-04-08,"['Drama', 'Misterio']","El excéntrico agente del FBI Dale Cooper (Kyle MacLachlan) llega a Twin Peaks, una pequeña población montañosa, para investigar el brutal asesinato de la joven y bella Laura Palmer, la chica más popular del instituto de la localidad. Con la ayuda del sheriff del pueblo, el amable Harry S. Truman (Michael Ontkean), el agente Cooper comienza a interrogar a los habitantes del pueblo y va descubriendo poco a poco que muchos de ellos esconden oscuros y misteriosos secretos.",105.3942,en,https://image.tmdb.org/t/p/w500/lA9CNSdo50iQPZ8A2fyVpMvJZAf.jpg
97546,serie,Ted Lasso,TV-MA,8.345,2271,2020-08-14,"['Drama', 'Comedia']","Ted Lasso, un ingenuo entrenador de fútbol americano que decide probar suerte en un club de fútbol inglés aunque no tiene idea de ese deporte. Su inexperiencia despierta recelo y desdén entre jugadores y aficionados. Con un equipo y una ciudad que lo mira con sospecha, ¿Logrará tener éxito?",33.7724,en,https://image.tmdb.org/t/p/w500/6YUzArR2TElmGMj1HmnnfVlgunL.jpg
567,película,La Ventana Indiscreta,B-15,8.34,7070,1954-08-01,"['Suspense', 'Misterio']","Un reportero fotográfico se ve obligado a permanecer en reposo con una pierna escayolada. A pesar de la compañía de su novia y de su enfermera, procura escapar al tedio, observando desde la ventana de su apartamento con unos prismáticos lo que ocurre en las viviendas de enfrente. Debido a una serie de extrañas circunstancias empieza a sospechar de un vecino cuya mujer ha desaparecido.",10.5943,en,https://image.tmdb.org/t/p/w500/fH1MipE8PXGg0rlI5cUdzxKnyA2.jpg
2190,serie,South Park,TV-MA,8.339,4899,1997-08-13,"['Animación', 'Comedia']","Cuatro niños (Stan, Kyle, Cartman y Kenny) irreverentes de primaria viven grandes y surrealistas desventuras en la tranquila y disfuncional pueblo South Park, Colorado.",176.4626,en,https://image.tmdb.org/t/p/w500/1CGwZCFX2qerXaXQJJUB3qUvxq7.jpg
98123,serie,La Vida Diaria del Rey Inmortal,TV-14,8.335,692,2020-01-18,"['Animación', 'Comedia', 'Action & Adventure', 'Sci-Fi & Fantasy']","Para Wang Ling, joven prodigio del Cultivo, derrotar a un rey demonio a los 6 años no es nada comparado con tratar de encajar en la escuela secundaria. Ahora que las amenazas sobrenaturales aumentan, es posible que Wang deba dejar de lado sus estudios de magia para salvar el mundo.",35.3102,zh,https://image.tmdb.org/t/p/w500/jDXRZNFqR3IZ3J35Bi2kbCYozxe.jpg
1437,serie,Firefly,TV-14,8.332,2341,2002-09-20,"['Drama', 'Action & Adventure', 'Sci-Fi & Fantasy']","Ambientada dentro de 500 años, narra las desventuras de la tripulación de una nave espacial que surca la galaxia eludiendo a las autoridades. A pesar de su escaso éxito de audiencia (que hizo que la serie fuera cancelada), gracias a su ferviente club de seguidores, en el año 2005 el propio Joss Whedon adaptó la serie a la gran pantalla con la película ""Serenity"", en la que contó exactamente con el mismo reparto.",24.3743,en,https://image.tmdb.org/t/p/w500/vZcKsy4sGAvWMVqLluwYuoi11Kj.jpg
569094,película,Spider-Man: A través del Spider-Verso,B-15,8.331,8383,2023-05-31,"['Animación', 'Acción', 'Aventura', 'Ciencia ficción']","Después de reunirse con Gwen Stacy, Miles Morales, el amigable Spider-Man del vecindario de tiempo completo de Brooklyn, es catapultado a través del Multiverso, donde se encuentra con un equipo de Spider-People encargado de proteger su existencia. Pero cuando los héroes chocan sobre cómo manejar una nueva amenaza, Miles se enfrenta a las otras arañas y debe redefinir lo que significa ser un héroe para poder salvar a las personas que más ama.",26.5288,en,https://image.tmdb.org/t/p/w500/rXhgHQmtjTIQOEDU8E2TbUFMjWM.jpg
247718,serie,Tierra de Mafia,TV-MA,8.328,606,2025-03-30,"['Crimen', 'Drama']","El poder está en juego cuando dos familias criminales rivales se enfrentan y arriesgan sus imperios y sus vidas. En el fuego cruzado está Harry Da Souza, un astuto ""solucionador"" que sabe dónde están las lealtades cuando las fuerzas opuestas chocan.",45.2133,en,https://image.tmdb.org/t/p/w500/s7ye2BFq4HjGMi0dGkzGu5c2fyz.jpg
73,película,Historia Americana X,C,8.327,12414,1998-07-01,['Drama'],"Derek, un joven «skin head» californiano de ideología neonazi, es encarcelado por asesinar a un negro que pretendía robarle su furgoneta. Cuando sale de prisión y regresa a su barrio dispuesto a alejarse del mundo de la violencia, se encuentra con que su hermano pequeño, para quien Derek es el modelo a seguir, sigue el mismo camino que a él lo condujo a la cárcel.",12.2912,en,https://image.tmdb.org/t/p/w500/m6QFnFxQZvUsCW1pQpF4Q7c5m3Y.jpg
105,película,Volver al Futuro,A,8.325,21528,1985-07-03,"['Aventura', 'Comedia', 'Ciencia ficción']","El adolescente de los ochenta Marty McFly es enviado accidentalmente al pasado, a 1955, interrumpiendo sin darse cuenta el primer encuentro de sus padres y atrayendo el interés romántico de su madre. Marty debe reparar el daño a la historia reavivando el romance de sus padres y, con la ayuda de su excéntrico amigo inventor Doc Brown, regresar a 1985.",22.4573,en,https://image.tmdb.org/t/p/w500/acNRGwBz22E2m5OEWOhS8RiqiXM.jpg
2309,serie,Danny Phantom,TV-Y7,8.317,1150,2004-04-03,"['Animación', 'Comedia', 'Sci-Fi & Fantasy', 'Action & Adventure']","Danny Phantom es una serie animada de televisión creada por Butch Hartman (también creador de Los padrinos mágicos) para Nickelodeon, producida por los Estudios Billionfold y distribuida por la compañía Nelvana. El personaje principal, Danny Fenton, echa un vistazo a un portal fantasma creado por sus padres, y por accidente se vuelve mitad humano y mitad fantasma. Ahora Danny tiene que luchar con la ayuda de sus amigos para atrapar a los fantasmas y regresarlos a la zona fantasma, mientras que lucha día a día en el agonizante mundo adolescente.",21.3668,en,https://image.tmdb.org/t/p/w500/pBUOFBmZLaIxzjDjQP7d3QZrd4w.jpg
1184918,película,Robot salvaje,A,8.309,5830,2024-09-12,"['Animación', 'Ciencia ficción', 'Familia', 'Aventura', 'Drama']","Un robot - ROZZUM unidad 7134, ""Roz"" para abreviar - naufraga en una isla deshabitada y debe aprender a adaptarse al duro entorno, estableciendo gradualmente relaciones con los animales de la isla y convirtiéndose en la madre adoptiva de un ganso huérfano.",21.1475,en,https://image.tmdb.org/t/p/w500/cYMihyFZreVBn8x6KnyPY4ea0HX.jpg
18165,serie,Diarios de Vampiros,TV-14,8.304,9511,2009-09-10,"['Drama', 'Sci-Fi & Fantasy']","La trama gira en torno a la vida de Elena, sus amigos y otros habitantes de una pequeña ciudad de Virginia, llamada Mystic Falls. Elena Gilbert (Nina Dobrev), es una adolescente de la cual se enamoran dos hermanos vampiros, Stefan Salvatore (Paul Wesley), y su hermano Damon Salvatore (Ian Somerhalder). Elena es idéntica a Katherine, la mujer que los convirtió en vampiros y que jugó con el amor que ambos sentían por ella.",126.9831,en,https://image.tmdb.org/t/p/w500/gWrWBFkxHjglaXB9JJvcOMHW4EW.jpg
74440,serie,Harley Quinn,TV-MA,8.303,1136,2019-11-29,"['Action & Adventure', 'Animación', 'Comedia', 'Sci-Fi & Fantasy']","Harley Quinn en esta ocasión ha roto definitivamente con El Guasón y tratara de hacerse la reina del crimen de Ciudad Gótica. Hiedra Venenosa se unirá a Harley Quinn, en donde también harán aparición nuevos héroes y villanos del universo de DC Cómics",32.8085,en,https://image.tmdb.org/t/p/w500/9Dm1SEh8Wxt8LNNg02exHQ595zg.jpg
1622,serie,Supernatural,TV-14,8.302,8292,2005-09-13,"['Drama', 'Misterio', 'Sci-Fi & Fantasy']","Dos hermanos luchan contra fantasmas, demonios y todas las potestades del mal, después que el cielo y el infierno dejan un caos luego de una serie de eventos apocalípticos, donde monstruos, ángeles y demonios deambulan en el caótico territorio.",495.5689,en,https://image.tmdb.org/t/p/w500/58Qaj36FZDz54H36LsUI8mGiW9y.jpg
60957,serie,"Tú, Que Viniste de las Estrellas",B-15,8.302,804,2013-12-18,"['Comedia', 'Drama']",,13.3429,ko,https://image.tmdb.org/t/p/w500/gKQXPgtk25JqLtPTt6izyXqJgqm.jpg
207,película,La Sociedad de los Poetas Muertos,,8.301,12400,1989-06-02,['Drama'],"En un elitista y estricto colegio privado de Nueva Inglaterra, un grupo de alumnos descubrirá la poesía, el significado del ""carpe diem"" -aprovechar el día- y la importancia vital de luchar por alcanzar los sueños, gracias al Sr. Keating, un excéntrico profesor que despierta sus mentes por medio de métodos poco convencionales.",16.3575,en,https://image.tmdb.org/t/p/w500/1ZxpicszG54X05A1BccRo51Wgg4.jpg
